0.000000000000000000e+00,1.604452520000000022e-05
2.560000000000000000e+02,1.600776699999999916e-05
5.120000000000000000e+02,1.600251740000000096e-05
7.680000000000000000e+02,1.601826989999999840e-05
1.024000000000000000e+03,1.598151179999999897e-05
1.280000000000000000e+03,1.599201459999999997e-05
1.536000000000000000e+03,1.586072719999999918e-05
1.792000000000000000e+03,1.601302030000000020e-05
2.048000000000000000e+03,1.600251740000000096e-05
2.304000000000000000e+03,1.601826989999999840e-05
2.560000000000000000e+03,1.604452520000000022e-05
2.816000000000000000e+03,1.595000140000000060e-05
3.072000000000000000e+03,1.606553090000000045e-05
3.328000000000000000e+03,1.602351949999999999e-05
3.584000000000000000e+03,1.596050420000000159e-05
3.840000000000000000e+03,1.592374609999999878e-05
4.096000000000000000e+03,1.601302030000000020e-05
4.352000000000000000e+03,1.601826989999999840e-05
4.608000000000000000e+03,1.587123009999999841e-05
4.864000000000000000e+03,1.603927559999999863e-05
5.120000000000000000e+03,1.603402230000000098e-05
5.376000000000000000e+03,1.602877269999999939e-05
5.632000000000000000e+03,1.597100710000000083e-05
5.888000000000000000e+03,1.599726420000000156e-05
6.144000000000000000e+03,1.601826989999999840e-05
6.400000000000000000e+03,1.603927559999999863e-05
6.656000000000000000e+03,1.599201459999999997e-05
6.912000000000000000e+03,1.600776699999999916e-05
7.168000000000000000e+03,1.599726420000000156e-05
7.424000000000000000e+03,1.601302030000000020e-05
7.680000000000000000e+03,1.601302030000000020e-05
7.936000000000000000e+03,1.601826989999999840e-05
8.192000000000000000e+03,1.599201459999999997e-05
8.448000000000000000e+03,1.603927559999999863e-05
8.704000000000000000e+03,1.601826989999999840e-05
8.960000000000000000e+03,1.604452520000000022e-05
9.216000000000000000e+03,1.603402230000000098e-05
9.472000000000000000e+03,1.598676140000000056e-05
9.728000000000000000e+03,1.597100710000000083e-05
9.984000000000000000e+03,1.601826989999999840e-05
1.024000000000000000e+04,1.595525460000000000e-05
1.049600000000000000e+04,1.603402230000000098e-05
1.075200000000000000e+04,1.596575379999999979e-05
1.100800000000000000e+04,1.599201459999999997e-05
1.126400000000000000e+04,1.602351949999999999e-05
1.152000000000000000e+04,1.603402230000000098e-05
1.177600000000000000e+04,1.601826989999999840e-05
1.203200000000000000e+04,1.600251740000000096e-05
1.228800000000000000e+04,1.601302030000000020e-05
1.254400000000000000e+04,1.604452520000000022e-05
1.280000000000000000e+04,1.602351949999999999e-05
1.305600000000000000e+04,1.600251740000000096e-05
1.331200000000000000e+04,1.595525460000000000e-05
1.356800000000000000e+04,1.596575379999999979e-05
