0.000000000000000000e+00,2.530021630000000072e-05
1.024000000000000000e+03,2.461754410000000136e-05
2.048000000000000000e+03,2.485910409999999977e-05
3.072000000000000000e+03,2.543675150000000081e-05
4.096000000000000000e+03,2.489586219999999919e-05
5.120000000000000000e+03,2.468580900000000135e-05
6.144000000000000000e+03,2.438648519999999989e-05
7.168000000000000000e+03,2.464905080000000029e-05
8.192000000000000000e+03,2.490111550000000023e-05
9.216000000000000000e+03,2.488536299999999940e-05
1.024000000000000000e+04,2.535273420000000162e-05
1.126400000000000000e+04,2.523195140000000073e-05
1.228800000000000000e+04,2.546826539999999875e-05
1.331200000000000000e+04,2.495888109999999880e-05
1.433600000000000000e+04,2.526871140000000069e-05
1.536000000000000000e+04,2.543675150000000081e-05
1.638400000000000000e+04,2.528971710000000093e-05
1.740800000000000000e+04,2.460704490000000156e-05
1.843200000000000000e+04,2.543150550000000042e-05
1.945600000000000000e+04,2.510592279999999932e-05
2.048000000000000000e+04,2.494312679999999906e-05
2.150400000000000000e+04,2.392436729999999871e-05
2.252800000000000000e+04,2.334146850000000056e-05
2.355200000000000000e+04,2.209165179999999940e-05
2.457600000000000000e+04,2.159277570000000054e-05
2.560000000000000000e+04,2.071054949999999974e-05
2.662400000000000000e+04,1.878330839999999851e-05
2.764800000000000000e+04,1.782756590000000060e-05
2.867200000000000000e+04,1.644646179999999865e-05
2.969600000000000000e+04,1.512837750000000083e-05
3.072000000000000000e+04,1.461374720000000049e-05
3.174400000000000000e+04,1.421989599999999990e-05
3.276800000000000000e+04,1.436168169999999933e-05
3.379200000000000000e+04,1.455598249999999968e-05
3.481600000000000000e+04,1.533317660000000152e-05
3.584000000000000000e+04,1.614713979999999948e-05
3.686400000000000000e+04,1.686656829999999937e-05
3.788800000000000000e+04,1.752823850000000133e-05
3.891200000000000000e+04,1.827392769999999975e-05
3.993600000000000000e+04,1.863627219999999972e-05
4.096000000000000000e+04,1.897760920000000055e-05
4.198400000000000000e+04,1.956050619999999979e-05
4.300800000000000000e+04,1.939246609999999968e-05
4.403200000000000000e+04,1.958676150000000161e-05
4.505600000000000000e+04,1.941346819999999871e-05
4.608000000000000000e+04,1.902487019999999921e-05
4.710400000000000000e+04,1.842096570000000084e-05
4.812800000000000000e+04,1.790633540000000049e-05
4.915200000000000000e+04,1.726567279999999930e-05
5.017600000000000000e+04,1.648322179999999861e-05
5.120000000000000000e+04,1.572177830000000046e-05
5.222400000000000000e+04,1.582680490000000107e-05
5.324800000000000000e+04,1.548021649999999975e-05
5.427200000000000000e+04,1.476078249999999982e-05
5.529600000000000000e+04,1.438793699999999946e-05
5.632000000000000000e+04,1.438793699999999946e-05
5.734400000000000000e+04,1.452972260000000065e-05
5.836800000000000000e+04,1.448771400000000018e-05
5.939200000000000000e+04,1.417788369999999998e-05
6.041600000000000000e+04,1.445095590000000076e-05
6.144000000000000000e+04,1.456123209999999958e-05
6.246400000000000000e+04,1.486580910000000044e-05
6.348800000000000000e+04,1.465050629999999931e-05
6.451200000000000000e+04,1.479229099999999935e-05
6.553500000000000000e+04,1.489731769999999991e-05
